line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	29	93	-1.0	
0	0	29	93	-1.0	
1	0	899	93	-1.0	
1	1	899	93	86.818008	Contents
1	2	1018	93	30.315605	xiii
2	0	438	149	-1.0	
2	1	438	150	94.999077	Dudley
2	2	539	149	78.4356	Randall
3	0	30	178	-1.0	
3	1	30	201	12.694565	,
3	2	257	184	95.255798	“Ballad
3	3	356	184	96.204132	of
3	4	390	183	96.388954	Birmingham”
3	5	559	182	96.118568	from
3	6	625	180	93.299728	Poem
3	7	700	180	92.420082	Counterpoem
3	8	1010	178	69.318161	337
4	0	258	212	-1.0	
4	1	258	217	95.104378	“Primitives”
4	2	418	216	96.948257	from
4	3	485	215	96.61747	Cities
4	4	563	214	96.61747	Burning
4	5	1010	212	96.333931	338
5	0	438	265	-1.0	
5	1	438	266	93.223091	John
5	2	510	266	89.07534	O.
5	3	550	265	96.699913	Killens
6	0	259	294	-1.0	
6	1	259	301	93.084145	“God
6	2	332	300	96.59655	Bless
6	3	401	300	96.040833	America”
6	4	520	299	96.317078	from
6	5	587	297	96.990654	The
6	6	641	297	96.595665	California
6	7	765	296	96.956261	Quarterly
6	8	1012	294	73.106461	339
7	0	440	349	-1.0	
7	1	440	350	79.904655	John
7	2	512	350	92.143044	A.
7	3	550	349	96.658592	Williams
8	0	260	377	-1.0	
8	1	260	384	95.533699	“Son
8	2	329	384	96.778671	in
8	3	363	384	96.920174	the
8	4	411	382	65.591202	Afternoon”
8	5	554	382	96.846542	from
8	6	623	381	95.797363	The
8	7	680	381	96.735664	Angry
8	8	762	379	96.98233	Black
8	9	1013	377	92.909981	343
9	0	442	434	-1.0	
9	1	442	434	96.788895	Mari
9	2	514	434	96.801315	Evans
10	0	262	461	-1.0	
10	1	262	467	93.513893	“Status
10	2	359	467	94.349243	Symbol”
10	3	471	466	96.543282	from
10	4	538	465	96.647224	Poets
10	5	611	464	96.696411	of
10	6	646	464	96.441681	Today
10	7	1014	461	95.700279	348
11	0	261	494	-1.0	
11	1	261	501	74.488388	“T
11	2	300	502	96.709396	Am
11	3	353	507	96.167526	a
11	4	379	500	96.252701	Black
11	5	456	499	87.168503	Woman”
11	6	573	498	96.647224	from
11	7	641	497	95.778244	Negro
11	8	725	497	96.888412	Digest
11	9	1014	494	65.598465	349
12	0	442	549	-1.0	
12	1	442	551	96.215034	Jay
12	2	498	549	96.046722	Saunders
12	3	618	549	96.340591	Redding
13	0	263	574	-1.0	
13	1	263	578	94.349121	“The
13	2	338	578	96.286407	Negro
13	3	420	578	96.978615	Writer
13	4	509	578	96.932388	and
13	5	562	574	95.791679	His
13	6	614	574	95.935669	Relationship
13	7	770	574	96.826714	to
13	8	808	574	96.440788	His
13	9	858	574	96.391663	Roots”
13	10	946	574	96.465828	from
14	0	291	610	-1.0	
14	1	291	617	96.595749	The
14	2	348	616	96.195297	Negro
14	3	436	616	96.454918	Writer
14	4	524	614	96.042648	and
14	5	580	614	96.880325	His
14	6	633	614	96.710976	Roots
14	7	1016	610	94.291862	350
15	0	446	666	-1.0	
15	1	446	666	96.877434	Conrad
15	2	546	666	95.548424	Kent
15	3	620	666	96.927864	Rivers
16	0	264	696	-1.0	
16	1	264	692	96.839462	“Four
16	2	346	692	96.132317	Sheets
16	3	435	692	96.967194	to
16	4	472	692	96.514221	the
16	5	528	692	96.584274	Wind
16	6	596	692	96.36319	and
16	7	652	705	95.71331	a
16	8	679	692	96.171684	One-way
16	9	790	692	96.171684	Ticket
16	10	882	692	96.305977	to
16	11	917	692	96.658936	France,
17	0	294	728	-1.0	
17	1	294	734	84.375816	1933”
17	2	371	734	95.52301	from
17	3	439	732	96.929901	These
17	4	520	724	96.689316	Black
17	5	598	724	96.937325	Bodies
17	6	689	724	96.866226	and
17	7	741	724	96.769775	This
17	8	806	724	96.645988	Sunburnt
17	9	924	729	78.416656	Pace
17	10	1018	728	80.084885	356
18	0	264	761	-1.0	
18	1	264	767	95.306343	“Africa”
18	2	380	767	95.713303	from
18	3	451	765	95.81736	These
18	4	532	765	96.900337	Black
18	5	613	763	94.402359	Bodies
18	6	704	762	96.632919	and
18	7	761	762	96.690918	This
18	8	824	761	96.482719	Sunburnt
18	9	951	761	96.593071	Face
18	10	1019	761	96.948112	357
19	0	447	816	-1.0	
19	1	447	816	91.698929	Paule
19	2	526	816	96.449615	Marshall
20	0	266	845	-1.0	
20	1	266	850	90.475426	“Barbados”
20	2	416	850	96.350868	from
20	3	482	849	94.589737	Soul
20	4	544	848	96.071388	Clap
20	5	610	848	96.071388	Hands
20	6	694	842	96.361923	and
20	7	746	842	96.965691	Sing
20	8	1020	845	93.97052	358
21	0	449	897	-1.0	
21	1	449	898	95.105682	Addison
21	2	557	897	95.313538	Gayle
22	0	267	927	-1.0	
22	1	267	932	82.763443	“Cultural
22	2	398	931	91.754181	Strangulation:
22	3	592	930	96.838127	Black
22	4	678	929	96.485558	Literature
22	5	818	928	96.563759	and
22	6	880	927	96.581299	the
22	7	937	927	95.926392	White
23	0	295	960	-1.0	
23	1	295	965	62.185623	Aesthetic”
23	2	429	964	96.773773	from
23	3	496	963	96.002991	Negro
23	4	580	962	96.418839	Digest
23	5	1021	960	94.973816	369
24	0	449	1010	-1.0	
24	1	449	1012	96.364761	William
24	2	553	1011	96.615402	Melvin
24	3	646	1010	96.638222	Kelley
25	0	269	1041	-1.0	
25	1	269	1046	94.480309	“Cry
25	2	341	1046	96.564636	for
25	3	389	1044	80.973869	"Me"""
25	4	452	1045	95.643089	from
25	5	521	1044	96.712646	Dancers
25	6	629	1050	96.274483	on
25	7	671	1043	95.4674	the
25	8	719	1043	96.270477	Shore
25	9	1022	1041	95.299797	374
26	0	449	1092	-1.0	
26	1	449	1092	92.999329	Ted
26	2	510	1092	91.625122	Joans
27	0	270	1122	-1.0	
27	1	270	1127	96.795006	“The
27	2	343	1126	90.529495	Ubiquitous
27	3	483	1124	80.478226	Lions”
27	4	571	1124	95.582245	from
27	5	638	1124	93.289207	Black
27	6	716	1124	83.49704	Pow-wow
27	7	1022	1122	96.527924	387
28	0	271	1154	-1.0	
28	1	271	1159	96.331741	“In
28	2	330	1159	96.480034	Homage
28	3	443	1162	96.072227	to
28	4	483	1158	96.573936	Heavy
28	5	579	1157	64.525192	Loaded
28	6	681	1157	94.480812	Trane,
28	7	776	1157	89.806046	J.
28	8	814	1156	66.980621	"C."""
28	9	871	1156	96.142128	from
28	10	944	1154	96.142128	Black
29	0	298	1188	-1.0	
29	1	298	1189	88.873466	Pow-wow
29	2	1024	1188	82.520195	388
30	0	453	1239	-1.0	
30	1	453	1239	96.668831	Hoyt
30	2	528	1239	95.885323	Fuller
31	0	272	1269	-1.0	
31	1	272	1265	92.58326	“The
31	2	342	1265	93.585358	Role
31	3	407	1265	96.741554	of
31	4	446	1265	96.978264	the
31	5	498	1265	96.389069	Negro
31	6	580	1265	96.176201	Writer
31	7	667	1265	96.36248	in
31	8	703	1265	96.36248	an
31	9	745	1265	96.488251	Era
31	10	797	1265	96.764809	of
31	11	833	1265	83.083405	Struggle”
31	12	956	1265	95.333374	from
32	0	299	1302	-1.0	
32	1	299	1305	96.516579	Negro
32	2	383	1305	96.609718	Digest
32	3	1025	1302	88.169586	389
33	0	454	1352	-1.0	
33	1	454	1352	81.600647	LeRoi
33	2	539	1353	81.600647	Jones
34	0	273	1383	-1.0	
34	1	273	1386	96.42424	“Preface
34	2	384	1390	87.951019	to
34	3	421	1393	87.951019	a
34	4	435	1385	94.928909	Twenty
34	5	534	1385	96.812225	Volume
34	6	632	1384	96.2435	Suicide
34	7	725	1384	95.382584	Note”
34	8	804	1383	96.95018	from
34	9	868	1383	95.801453	Preface
35	0	301	1415	-1.0	
35	1	301	1422	95.842651	to
35	2	334	1426	95.842651	a
35	3	360	1419	96.183037	Twenty
35	4	462	1418	96.396576	Volume
35	5	559	1417	96.75882	Suicide
35	6	654	1418	96.576263	Note
35	7	1026	1415	96.462326	392
36	0	274	1449	-1.0	
36	1	274	1452	50.091686	“I
36	2	308	1451	87.73365	Substitute
36	3	438	1451	96.94854	for
36	4	481	1451	94.702972	the
36	5	528	1451	96.997322	Dead
36	6	599	1450	70.520584	Lecturer”
36	7	723	1450	96.561768	from
36	8	789	1449	96.502747	The
36	9	843	1449	96.766823	Dead
36	10	914	1449	96.216499	Lecturer
36	11	1026	1449	96.55323	393
37	0	275	1481	-1.0	
37	1	275	1484	93.210701	“The
37	2	347	1484	92.190506	Polities
37	3	446	1484	96.530754	of
37	4	481	1484	97.019897	Rich
37	5	549	1484	83.575821	"Painters"""
37	6	672	1484	91.700432	ffom
37	7	741	1482	96.550827	The
37	8	798	1482	96.720001	Dead
37	9	872	1481	80.29438	Lecturer
37	10	1027	1481	80.29438	394
38	0	275	1515	-1.0	
38	1	275	1518	96.665428	“Black
38	2	366	1518	94.017059	Art”
38	3	430	1517	96.338432	from
38	4	496	1516	96.286743	Black
38	5	574	1517	96.603889	Magic
38	6	656	1516	96.526588	Poetry
38	7	748	1517	91.808235	1961-1967
38	8	1028	1515	72.778641	396
39	0	275	1547	-1.0	
39	1	275	1550	96.388908	“Black
39	2	367	1551	94.945602	"People"""
39	3	469	1551	96.507935	from
39	4	535	1550	96.683739	Black
39	5	613	1550	96.201447	Magic
39	6	696	1549	96.545876	Poetry
39	7	789	1550	95.777954	1961-1967
39	8	1028	1547	77.317398	397
40	0	456	1598	-1.0	
40	1	456	1598	96.317253	Larry
40	2	538	1598	96.712761	Neal
41	0	275	1628	-1.0	
41	1	275	1632	96.005692	“Love
41	2	357	1631	96.732857	Song
41	3	426	1632	95.815651	in
41	4	461	1631	95.341347	Middle
41	5	555	1631	83.168869	Passage”
41	6	671	1631	96.032883	from
41	7	738	1629	95.87381	Black
41	8	816	1629	96.679497	Boogaloo
41	9	935	1628	96.535355	(Notes
42	0	303	1662	-1.0	
42	1	303	1671	96.150085	on
42	2	342	1665	92.072449	Black
42	3	418	1663	87.848755	Liberatzon)
42	4	1028	1662	95.539017	398
43	0	29	1800	-1.0	
43	1	29	1800	21.314278	I
