line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	120	64	-1.0	
0	0	120	64	-1.0	
1	0	120	64	-1.0	
1	1	120	68	81.539902	x
1	2	143	64	66.689453	/
1	3	163	64	26.953712	ConTEents
2	0	121	112	-1.0	
2	1	121	112	96.60762	EDGAR
2	2	192	112	96.321106	ALLAN
2	3	261	112	96.836044	POE
2	4	306	113	54.574314	(1809-1849)
2	5	717	113	95.97345	1528
3	0	140	134	-1.0	
3	1	140	134	84.959053	Sonnet—To
3	2	242	134	96.386086	Science
3	3	351	135	96.408012	1532
4	0	138	156	-1.0	
4	1	138	156	87.564919	To
4	2	165	156	96.377411	Helen
4	3	260	157	91.350945	1532
5	0	140	178	-1.0	
5	1	140	178	90.944962	Israfel
5	2	236	179	96.318504	1533
6	0	138	200	-1.0	
6	1	138	200	67.128868	‘The
6	2	176	200	93.560226	City
6	3	216	202	93.560226	in
6	4	237	200	96.650215	the
6	5	268	200	95.760048	Sea
6	6	343	201	96.471382	1534
7	0	139	222	-1.0	
7	1	139	222	95.956223	Alone
7	2	232	223	96.1343	1536
8	0	138	244	-1.0	
8	1	138	244	92.936096	The
8	2	177	244	96.711655	Raven
8	3	272	245	95.338615	1536
9	0	138	266	-1.0	
9	1	138	266	91.035934	To
9	2	165	274	71.932465	———.
9	3	233	266	87.995934	Ulalume:
9	4	311	262	96.878662	A
9	5	330	266	93.608475	Ballad
9	6	426	267	95.972717	1539
10	0	139	288	-1.0	
10	1	139	288	95.669106	Annabel
10	2	213	288	95.669106	Lee
10	3	288	289	91.834747	1542
11	0	140	310	-1.0	
11	1	140	310	96.340431	Ligeia
11	2	234	311	95.697594	1543
12	0	138	332	-1.0	
12	1	138	332	82.762733	‘The
12	2	177	332	79.224854	Fall
12	3	212	332	96.822197	of
12	4	233	332	96.418182	the
12	5	265	332	96.504753	House
12	6	323	332	96.636162	of
12	7	350	328	96.615303	Usher
12	8	438	333	96.337341	1553
13	0	139	354	-1.0	
13	1	139	354	96.679253	William
13	2	208	354	95.492348	Wilson.
13	3	274	355	95.304802	A
13	4	292	354	94.879929	Tale
13	5	372	355	95.840233	1566
14	0	138	376	-1.0	
14	1	138	376	88.798195	The
14	2	178	376	95.074532	Man
14	3	220	376	95.074532	of
14	4	241	376	96.445892	the
14	5	272	376	96.77903	Crowd
14	6	372	377	95.89502	1579
15	0	138	398	-1.0	
15	1	138	398	75.539658	The
15	2	178	398	96.469368	Masque
15	3	247	398	95.789124	of
15	4	268	398	96.944611	the
15	5	300	398	97.009071	Red
15	6	338	398	96.920677	Death
15	7	432	399	95.969536	1585
16	0	138	420	-1.0	
16	1	138	420	81.986465	The
16	2	176	420	94.618996	Tell-Tale
16	3	253	420	93.623375	Heart
16	4	344	421	96.360725	1589
17	0	138	442	-1.0	
17	1	138	442	90.835243	The
17	2	177	442	96.334381	Black
17	3	228	442	96.386292	Cat
17	4	302	443	95.267822	1593
