line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	104	63	-1.0	
0	0	107	63	-1.0	
1	0	603	63	-1.0	
1	1	603	64	90.320076	Contents
1	2	710	63	58.636902	/
1	3	730	64	95.829132	xi
2	0	109	112	-1.0	
2	1	109	112	93.292282	SAMUEL
2	2	195	112	92.462494	SEWALL
2	3	278	113	74.134293	(1652-1730)
2	4	714	113	95.360863	288
3	0	127	134	-1.0	
3	1	127	134	96.551811	From
3	2	174	134	96.985504	The
3	3	212	134	96.73616	Diary
3	4	261	134	96.97036	of
3	5	283	134	37.539474	Samuel
3	6	349	134	92.050354	Sewall
3	7	446	135	95.260002	289
4	0	126	156	-1.0	
4	1	126	156	80.553291	‘The
4	2	165	156	89.284218	Selling
4	3	226	156	96.907852	of
4	4	246	156	53.751698	Joseph:
4	5	317	143	53.751698	A
4	6	330	156	81.253716	Memorial
4	7	452	158	61.620869	303
5	0	108	198	-1.0	
5	1	108	198	96.224159	COTTON
5	2	198	198	96.202576	MATHER
5	3	285	199	71.183891	(1663-1728)
5	4	714	199	95.03421	307
6	0	126	220	-1.0	
6	1	126	220	83.397217	The
6	2	164	220	96.756119	Wonders
6	3	241	220	96.65995	of
6	4	263	220	96.739975	the
6	5	295	220	96.732094	Invisible
6	6	368	220	96.964378	World
6	7	460	222	96.086533	308
7	0	148	242	-1.0	
7	1	148	242	96.467537	[A
7	2	171	242	96.366943	People
7	3	230	242	96.942558	of
7	4	252	242	92.086807	Gad
7	5	291	244	96.543808	in
7	6	313	242	96.638802	the
7	7	344	242	17.880928	Devil's
7	8	402	242	82.319649	Territories}
7	9	536	244	94.442795	308
8	0	148	264	-1.0	
8	1	148	264	96.421364	[The
8	2	190	264	96.465446	Trial
8	3	232	264	96.465446	of
8	4	255	264	96.782784	Martha
8	5	320	264	52.002991	Carrier]
8	6	428	265	52.002991	310
9	0	128	286	-1.0	
9	1	128	286	91.508125	Magnalia
9	2	209	286	66.086884	Christi
9	3	269	287	64.667542	Americana
9	4	400	287	42.486435	313
10	0	146	308	-1.0	
10	1	146	308	92.765533	Galeacius
10	2	230	308	78.337509	Secundus:
10	3	318	308	96.915672	The
10	4	356	308	96.822701	Life
10	5	392	308	96.965462	of
10	6	414	308	96.639023	William
10	7	484	308	93.009575	Bradford,
10	8	566	308	79.688217	Esq..
11	0	166	330	-1.0	
11	1	166	330	95.99305	Governor
11	2	247	330	93.826492	of
11	3	269	330	93.826492	Plymouth
11	4	353	330	84.281944	Colony
11	5	455	332	65.662338	313
12	0	146	352	-1.0	
12	1	146	352	91.283958	Nehemias
12	2	228	353	91.280121	Americanus:
12	3	334	352	96.886688	The
12	4	372	352	96.886688	Life
12	5	409	352	96.988304	of
12	6	428	352	96.87532	John
12	7	474	352	92.623482	Winthrop,
12	8	563	352	88.396645	Esq.,
13	0	166	374	-1.0	
13	1	166	374	96.550835	Governor
13	2	247	374	96.377251	of
13	3	269	374	96.980522	the
13	4	301	374	90.5168	Massachusetts
13	5	426	374	96.443756	Colony
13	6	527	375	96.052658	320
14	0	109	418	-1.0	
14	1	109	418	91.63826	ROBERT
14	2	192	418	59.016762	CALEF
14	3	260	419	69.236809	(1648-1719)
14	4	714	420	96.746239	334
15	0	128	440	-1.0	
15	1	128	440	95.671623	More
15	2	177	440	96.860924	Wonders
15	3	253	440	96.942024	of
15	4	275	440	96.884605	the
15	5	307	440	96.551857	Invisible
15	6	380	440	96.551857	World
15	7	473	441	96.429848	335
16	0	147	462	-1.0	
16	1	147	462	93.551361	Part
16	2	186	462	61.441277	I
16	3	242	463	96.779282	335
17	0	165	484	-1.0	
17	1	165	485	95.008057	A
17	2	184	484	95.008057	Letter
17	3	238	488	96.585869	to
17	4	260	484	84.938057	Mr.
17	5	293	484	96.799759	Cotton
17	6	356	484	96.613808	Mather
17	7	460	485	95.569977	335
18	0	165	506	-1.0	
18	1	165	507	96.511375	Account
18	2	239	506	96.931519	of
18	3	262	506	96.279533	Margaret
18	4	341	506	96.538292	Rule
18	5	422	508	96.346642	338
19	0	336	562	-1.0	
19	1	336	563	87.549278	“A
19	2	358	562	94.951874	NOTABLE
19	3	438	562	65.216187	EXPLOIT’:
20	0	245	582	-1.0	
20	1	245	582	91.862549	HANNAH
20	2	321	582	37.107536	DUSTAN’S
20	3	404	582	96.39196	CAPTIVITY
20	4	490	582	95.621803	AND
20	5	531	582	96.027527	REVENGE
20	6	714	582	95.632317	343
21	0	109	618	-1.0	
21	1	109	618	93.28804	SAMUEL
21	2	195	618	86.175697	SEWALL:
21	3	283	618	96.733337	Diary,
21	4	334	618	96.756851	April
21	5	380	619	95.229713	29
21	6	405	618	95.229713	and
21	7	442	618	96.004974	May
21	8	484	619	96.004974	12,
21	9	516	619	96.3974	1697
21	10	714	620	95.391136	344
22	0	108	662	-1.0	
22	1	108	662	95.951759	COTTON
22	2	198	662	96.318108	MATHER:
22	3	288	663	94.703514	A
22	4	307	662	95.436646	Notable
22	5	377	662	96.784126	Exploit:
22	6	444	662	35.099472	Dux
22	7	483	662	46.001228	Faemina
22	8	554	662	82.090538	Facti
22	9	714	664	96.334763	344
23	0	107	704	-1.0	
23	1	107	704	96.498734	JONATHAN
23	2	217	704	96.461937	CARVER:
