line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	99	93		-1.0
0	0	99	93		-1.0
1	0	717	93		-1.0
1	1	717	93	Contents	74.007759
1	2	882	98	*	77.108803
1	3	934	95	xix	93.765854
2	0	169	158		-1.0
2	1	169	159	To	92.202713
2	2	217	158	H.	56.899498
2	3	256	159	G,	45.987167
2	4	298	160	O.	81.72847
2	5	340	159	Blake	96.765709
2	6	419	161	(August	94.470467
2	7	527	162	8,	91.448799
2	8	562	162	1554)	86.9935
2	9	644	161	[Breaking	93.958038
2	10	773	161	from	96.819595
3	0	261	193		-1.0
3	1	261	201	an	92.223259
3	2	302	194	“Unprofitable	92.223259
3	3	488	195	Summer”)	0.0
3	4	661	193	2552	45.921284
4	0	169	229		-1.0
4	1	169	229	[December	82.151436
4	2	320	237	27,	91.495232
4	3	368	230	1854]	67.702583
4	4	472	230	[Whaling	79.380455
4	5	603	231	Storics	91.627007
4	6	696	235	at	96.981903
4	7	731	231	Nantucket]	65.474503
4	8	914	231	1853	71.582352
4	9	1084	225	|	30.672409
5	0	167	264		-1.0
5	1	167	264	To	96.558105
5	2	213	264	Thomas	93.29686
5	3	324	264	Cholmondeley	91.728012
5	4	521	265	(November	95.545357
5	5	674	266	8,	94.963051
5	6	707	267	1855)	94.702629
6	0	263	299		-1.0
6	1	263	299	(“Your	11.485077
6	2	362	300	Princely	23.168137
6	3	471	300	Gift”—An	13.169548
6	4	621	301	Indian	95.682457
6	5	714	301	Library]	57.189758
6	6	850	302	1853	55.145832
7	0	166	333		-1.0
7	1	166	334	To	96.564438
7	2	212	333	Thomas	92.07901
7	3	323	334	Cholmondeley	63.893936
7	4	519	335	(October	96.731094
7	5	643	343	20,	96.749321
7	6	691	336	1856)	93.628311
8	0	263	369		-1.0
8	1	263	369	[The	87.906601
8	2	334	370	Wonder	95.587334
8	3	449	370	of	93.148308
8	4	485	370	the	96.423546
8	5	534	371	Library;	96.474335
8	6	642	378	a	96.474335
8	7	665	371	Poor	96.891998
8	8	732	372	Account	95.645508
8	9	1084	368	|	26.61441
9	0	260	403		-1.0
9	1	260	403	of	97.009125
9	2	296	404	the	96.716286
9	3	346	404	United	96.948532
9	4	443	405	States	96.754372
9	5	527	405	and	96.725082
9	6	585	405	Himself}	59.495956
9	7	735	403	1855	59.495956
9	8	1084	401	,	0.0
10	0	164	439		-1.0
10	1	164	439	To	92.601082
10	2	212	439	H.	69.638245
10	3	251	440	G,	69.638245
10	4	293	441	O.	70.353012
10	5	336	439	Blake	96.202179
10	6	414	440	(November	96.159866
10	7	568	448	19,	96.836868
10	8	614	441	December	96.718132
10	9	751	449	7,	87.33876
10	10	787	441	1856)	91.799942
10	11	1084	437	|	34.117294
11	0	261	474		-1.0
11	1	261	474	[The	86.957481
11	2	333	474	Most	96.870308
11	3	407	474	Interesting	94.664101
11	4	552	474	Fact	96.296814
11	5	616	478	at	93.305763
11	6	651	474	Present—	92.134727
12	0	259	509		-1.0
12	1	259	509	Walt	95.740822
12	2	336	509	Whitman]	65.560944
12	3	509	510	1556	55.370598
13	0	163	543		-1.0
13	1	163	543	To	93.283142
13	2	210	543	Danicl	92.031792
13	3	305	543	Ricketson	91.936691
13	4	440	546	(August	96.646011
13	5	550	544	18,	95.430382
13	6	598	546	1857)	65.533653
13	7	680	545	[Good	88.418144
13	8	768	546	Writing	96.342163
14	0	258	579		-1.0
14	1	258	587	vs.	94.929596
14	2	301	579	“Polished	93.28038
14	3	431	579	Stuff’}]	14.065239
14	4	560	579	1858	71.035736
15	0	162	612		-1.0
15	1	162	613	To	91.254189
15	2	209	612	H.G.	68.665215
15	3	290	613	O.	88.74762
15	4	332	613	Blake	96.169411
15	5	411	613	(November	95.798561
15	6	566	615	16,	89.067978
15	7	614	615	1857)	92.756104
15	8	696	615	[In	96.612816
15	9	743	615	the	95.7286
15	10	792	615	New	96.384636
16	0	259	648		-1.0
16	1	259	648	Role	96.006096
16	2	325	648	of	96.306641
16	3	361	649	Master	96.012093
16	4	459	654	to	76.273544
16	5	492	658	a	76.273544
16	6	516	650	Disciple]	61.653542
16	7	664	651	1859	74.212112
17	0	165	682		-1.0
17	1	165	682	[January	88.917953
17	2	282	684	26,	93.62883
17	3	331	684	1558)	69.386292
17	4	435	684	[Dead	67.068069
17	5	521	684	Words}	89.402618
17	6	649	685	1862	79.604759
18	0	160	717		-1.0
18	1	160	717	To	96.250275
18	2	208	718	James	96.508118
18	3	292	717	Russell	94.405754
18	4	389	719	Lowell	95.150459
18	5	482	720	(June	95.133698
18	6	561	727	22,	96.421692
18	7	609	720	2858)	54.604778
18	8	691	719	[A	96.094803
18	9	731	720	“Very	94.55825
18	10	817	721	Mean	92.818779
19	0	256	753		-1.0
19	1	256	753	and	96.690033
19	2	313	753	Cowardly”	92.998192
19	3	460	754	Expurgation]	43.419067
19	4	663	755	1563	53.942711
20	0	162	787		-1.0
20	1	162	788	To	84.868874
20	2	210	787	H.G,	51.327888
20	3	290	789	O.	79.816956
20	4	332	788	Blake	96.750702
20	5	411	788	(January	85.867058
20	6	527	797	1,	81.978714
20	7	560	790	1859)	83.786118
20	8	665	790	[A	55.500366
20	9	704	790	Dose	96.672562
20	10	774	790	of	96.987442
21	0	255	823		-1.0
21	1	255	823	Society]	76.789017
21	2	393	823	1864	76.789017
22	0	165	857		-1.0
22	1	165	857	[January	70.790863
22	2	280	866	2,	24.665916
22	3	313	858	2859]	24.665916
22	4	417	858	[Grammarians	59.079079
22	5	607	867	vs,	77.992569
22	6	651	860	Real	95.505753
22	7	714	861	Writers]	71.152466
22	8	864	858	1865	71.98999
23	0	165	892		-1.0
23	1	165	892	[February	75.754593
23	2	298	894	3.1860)	30.118401
23	3	435	894	[Grammarians	29.217529
23	4	624	894	and	96.886978
23	5	680	894	Their	96.437523
23	6	762	894	Rules]	55.105484
23	7	880	894	1866	55.105484
24	0	99	961		-1.0
24	1	99	961	FREDERICK	95.626793
24	2	297	962	DOUGLASS	95.742264
24	3	479	964	(1815-1895)	40.961578
24	4	906	961	1866	94.748833
25	0	130	996		-1.0
25	1	130	996	Narrative	95.031822
25	2	256	996	of	95.208267
25	3	292	997	the	95.464775
25	4	342	997	Life	95.464775
25	5	400	998	of	97.007217
25	6	437	998	Frederick	95.627548
25	7	564	999	Douglass,	95.239769
26	0	253	1032		-1.0
26	1	253	1039	an	96.525002
26	2	293	1032	American	69.818588
26	3	423	1033	Slave	80.62323
26	4	533	1032	1867	67.858383
27	0	102	1098		-1.0
27	1	102	1098	JAMES	96.525017
27	2	213	1099	RUSSELL	95.954056
27	3	360	1100	LOWELL	96.39753
27	4	509	1101	(1819-2891)	25.279091
27	5	911	1109	1945	96.23616
28	0	132	1133		-1.0
28	1	132	1133	To	93.021851
28	2	179	1133	the	93.021851
