line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	20	105		-1.0
0	0	20	105		-1.0
1	0	804	105		-1.0
1	1	804	105	Contents	70.870865
1	2	967	111	*	62.984653
1	3	1021	114	xi	90.458099
2	0	238	174		-1.0
2	1	238	174	Letter	95.847137
2	2	326	174	IV,	71.128059
2	3	378	175	Description	96.96199
2	4	532	174	of	96.990089
2	5	569	174	the	96.850746
2	6	620	174	Island	96.361252
2	7	703	175	of	96.568115
2	8	740	174	Nantucket	88.500847
2	9	910	176	556	66.416626
3	0	237	209		-1.0
3	1	237	209	Letter	96.584419
3	2	325	209	IX,	78.214462
3	3	376	209	Description	96.812675
3	4	531	209	of	93.020264
3	5	565	209	Charles-Town;	90.185005
4	0	329	244		-1.0
4	1	329	244	Thoughts	96.151161
4	2	460	252	on	96.612152
4	3	502	245	Slavery;	96.675011
4	4	607	252	on	96.675011
4	5	650	244	Physical	96.893723
4	6	761	245	Evil;	94.921104
5	0	329	279		-1.0
5	1	329	281	A	96.344017
5	2	360	279	Melancholy	96.344017
5	3	518	279	Scene	81.840538
5	4	624	279	561	75.13752
6	0	237	315		-1.0
6	1	237	315	Letter	96.691528
6	2	323	315	XII.	55.705418
6	3	387	315	Distresses	91.440887
6	4	518	315	of	95.290771
6	5	558	323	a	95.290771
6	6	577	315	Frontier	65.817093
6	7	689	315	Man	83.071274
6	8	782	316	566	49.619297
7	0	174	375		-1.0
7	1	174	375	WILLIAM	90.465752
7	2	334	375	BARTRAM	90.465752
7	3	503	375	(1739-1823)	71.804771
7	4	1003	380	573	82.154228
8	0	204	410		-1.0
8	1	204	410	The	93.910202
8	2	264	410	Travels	96.610214
8	3	366	411	of	96.710007
8	4	401	410	William	84.937332
8	5	517	410	Bartram)	68.61412
8	6	657	414	$74	31.149673
9	0	28	444		-1.0
9	1	28	448	:	32.166969
9	2	237	446	Part	96.917511
9	3	300	446	II,	61.903839
9	4	338	445	Chapter	95.920364
9	5	452	446	VII:	78.678436
9	6	519	447	A	95.517303
9	7	550	446	Journey	2.268867
9	8	656	444	from	93.043495
9	9	725	445	Spalding’s	59.282417
10	0	330	479		-1.0
10	1	330	480	Lower	92.594101
10	2	417	480	T'rading	61.320423
10	3	529	480	House	96.285301
10	4	618	484	to	82.148163
10	5	652	479	Talahasochte	82.148163
10	6	836	475	_	64.814362
10	7	855	485	574	93.748169
11	0	172	540		-1.0
11	1	172	540	THOMAS	96.118057
11	2	324	541	PAINE	74.2034
11	3	435	543	(173761509)	33.070389
11	4	1001	543	583	80.943474
12	0	203	574		-1.0
12	1	203	575	Common	96.094337
12	2	332	575	Sense	70.939461
12	3	439	574	585	70.939461
13	0	236	609		-1.0
13	1	236	611	Introduction	89.025681
13	2	428	609	585	85.093811
14	0	236	644		-1.0
14	1	236	645	III.	57.374313
14	2	286	644	Thoughts	96.564003
14	3	418	653	on	96.08242
14	4	461	645	the	96.08242
14	5	511	645	Present	96.855072
14	6	612	645	State	96.920174
14	7	685	644	of	96.937889
15	0	27	681		-1.0
15	1	27	684	;	19.865265
15	2	327	681	American	95.636078
15	3	459	681	Affairs	6.494308
15	4	585	681	585	64.138794
16	0	25	709		-1.0
16	1	25	709	:	0.0
16	2	201	714	The	91.693176
16	3	262	714	Crisis,	96.444656
16	4	351	713	Nowa,	35.750877
16	5	459	723	592	70.456711
17	0	22	749		-1.0
17	1	22	752	+	39.51432
17	2	201	749	The	95.655495
17	3	264	751	Age	96.334373
17	4	320	749	of	95.823288
17	5	357	750	Reason	64.438538
17	6	467	744	—	43.208389
17	7	492	754	599	43.208389
18	0	20	781		-1.0
18	1	20	781	“	4.016655
18	2	234	783	Chapter	96.791908
18	3	349	784	I.	95.063614
18	4	375	784	The	96.678078
18	5	435	783	Author's	64.852478
18	6	553	783	Profession	96.731697
18	7	690	783	of	96.640175
18	8	727	784	Faith	95.874687
18	9	830	791	599	55.735798
19	0	233	819		-1.0
19	1	233	819	Chapter	95.422485
19	2	348	820	II.	66.535416
19	3	387	819	Of	96.161171
19	4	432	820	Missions	96.627602
19	5	549	821	and	96.478752
19	6	608	820	Revelations	90.344643
19	7	775	815	—	25.675514
19	8	797	820	6o1	25.675514
20	0	26	853		-1.0
20	1	26	855	:	0.0
20	2	233	853	Chapter	96.776855
20	3	347	853	XI.	51.65205
20	4	398	853	Of	96.738815
20	5	443	854	the	94.351578
20	6	492	854	Theology	94.351578
20	7	618	853	of	96.991653
20	8	655	854	the	96.882141
20	9	702	854	Christians,	91.411331
21	0	326	889		-1.0
21	1	326	890	and	96.162903
21	2	383	889	the	96.828156
21	3	432	890	True	85.164337
21	4	502	889	Theology	95.671051
21	5	656	891	603	87.145889
22	0	170	948		-1.0
22	1	170	948	THOMAS	96.390999
22	2	319	948	JEFFERSON	94.992195
22	3	511	949	(2743-1526)	77.951233
22	4	996	949	607	95.827827
23	0	27	982		-1.0
23	1	27	1012	\	51.647892
23	2	201	983	The	95.133896
23	3	262	982	Autobiography	77.529907
23	4	482	984	609	75.103851
24	0	232	1017		-1.0
24	1	232	1017	The	96.011734
24	2	295	1017	Declaration	96.19841
24	3	449	1018	of	96.123001
24	4	486	1019	Independence	94.928505
24	5	699	1020	609	68.66687
25	0	202	1053		-1.0
25	1	202	1053	Notes	96.655869
25	2	284	1062	on	96.42395
25	3	326	1053	the	95.291245
25	4	375	1055	State	96.811783
25	5	448	1053	of	93.238838
25	6	482	1054	Virginin	80.106514
25	7	618	1056	616	80.106514
26	0	231	1087		-1.0
26	1	231	1087	Query	92.897614
26	2	318	1088	V.	78.732903
26	3	359	1088	Cascades	76.729736
26	4	510	1089	616	76.729736
27	0	27	1123		-1.0
27	1	27	1152	j	60.67662
27	2	231	1124	Query	19.535255
27	3	319	1123	VI,	84.302391
27	4	373	1123	Productions	96.567871
27	5	532	1123	Mineral,	55.622238
27	6	649	1124	Vegetable,	95.75412
28	0	31	1158		-1.0
28	1	31	1171	:	0.0
28	2	324	1158	and	39.917828
28	3	379	1158	Animal	39.917828
28	4	513	1158	627	65.89016
29	0	230	1191		-1.0
29	1	230	1193	Query	96.722679
29	2	318	1193	XVII.	74.578445
29	3	407	1193	Religion	78.084969
29	4	552	1191	623	40.30072
30	0	24	1226		-1.0
30	1	24	1233	;	10.514107
30	2	230	1228	Query	95.271584
30	3	318	1227	XIX.	80.865822
30	4	392	1227	Manufactures	69.490524
30	5	610	1226	627	50.606731
31	0	199	1262		-1.0
31	1	199	1262	Letter	95.876434
31	2	287	1266	to	96.968933
31	3	321	1263	Peter	96.405525
31	4	394	1263	Carr	95.518547
31	5	462	1264	(August	96.377396
31	6	572	1263	10,	95.686363
31	7	620	1263	1787)	96.400047
31	8	700	1263	[A	96.400047
31	9	740	1263	Young	96.736618
32	0	261	1297		-1.0
32	1	261	1297	Man's	44.153652
32	2	349	1298	Education]	73.897324
32	3	525	1299	628	85.677406
33	0	200	1333		-1.0
33	1	200	1333	Letter	96.212708
33	2	285	1336	to	96.017357
33	3	320	1333	John	96.017357
33	4	388	1334	Adams	96.66394
33	5	486	1334	(October	91.084793
33	6	610	1334	28,	96.609238
33	7	660	1334	1813)	90.562965
33	8	742	1334	[The	95.586433
34	0	25	1367		-1.0
34	1	25	1381	4	62.927101
34	2	261	1367	Natural	95.572464
34	3	368	1368	Aristocrat]	89.20195
34	4	534	1369	632	65.828316
35	0	27	1403		-1.0
35	1	27	1405	’	0.0
35	2	201	1403	Letter	94.961479
35	3	287	1407	to	94.961479
35	4	322	1403	Benjamin	96.890068
35	5	453	1405	Austin,	95.812897
35	6	553	1404	Esq.	77.150612
35	7	618	1404	(January	78.822098
35	8	732	1412	9,	96.053123
35	9	767	1404	1816)	91.184395
36	0	324	1437		-1.0
36	1	324	1437	{Manufactures}	0.0
36	2	547	1433	_	68.65403
36	3	566	1437	637	96.907654
37	0	199	1473		-1.0
37	1	199	1473	Letter	95.225288
37	2	286	1477	to	94.735641
37	3	321	1473	John	94.735641
37	4	390	1473	Adams	96.814972
