line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	179	94		-1.0
0	0	179	94		-1.0
1	0	180	94		-1.0
1	1	180	96	xii	63.149876
1	2	234	94	/	85.008743
1	3	266	96	Contents	32.430634
2	0	179	168		-1.0
2	1	179	168	JOHN	93.282539
2	2	269	168	M.	91.724487
2	3	311	168	OSKISON	92.338951
2	4	450	169	(1874-1947)	47.938904
2	5	1076	170	1046	95.74884
3	0	208	201		-1.0
3	1	208	201	The	96.652603
3	2	266	201	Problem	96.593636
3	3	376	201	of	96.870552
3	4	408	201	Old	96.773476
3	5	462	202	Harjo	96.846481
3	6	599	203	1046	95.902641
4	0	179	267		-1.0
4	1	179	267	JACK	95.699722
4	2	265	263	LONDON	95.818039
4	3	388	267	(1876-1916)	83.230637
4	4	1076	269	1051	96.127831
5	0	208	300		-1.0
5	1	208	300	The	96.093987
5	2	266	301	Law	96.38018
5	3	323	300	of	96.96096
5	4	357	300	Life	96.993317
5	5	473	302	1052	96.722336
6	0	208	333		-1.0
6	1	208	333	To	96.895004
6	2	248	333	Build	95.842865
6	3	321	342	a	95.842865
6	4	344	333	Fire	95.836998
6	5	460	335	1057	96.340302
7	0	208	366		-1.0
7	1	208	366	The	95.21524
7	2	266	366	Mexican	96.578316
7	3	438	368	1067	96.120552
8	0	208	399		-1.0
8	1	208	399	The	96.030067
8	2	266	399	House	96.307014
8	3	351	399	of	96.847481
8	4	386	399	Pride	96.435776
8	5	517	401	1084	96.405785
9	0	210	432		-1.0
9	1	210	432	Mauki	88.223
9	2	357	434	1094	96.398964
10	0	180	495		-1.0
10	1	180	501	ZITKALA	92.527084
10	2	308	495	SA	91.464798
10	3	350	501	(Gertrude	96.277214
10	4	479	501	Simmons	96.661331
10	5	602	501	Bonnin)	94.411819
10	6	710	503	(1876-1938)	68.301956
10	7	1076	503	1105	95.495575
11	0	211	534		-1.0
11	1	211	535	Impressions	95.971878
11	2	364	534	of	95.971878
11	3	396	543	an	96.868004
11	4	435	534	Indian	91.564484
11	5	521	534	Childhoad	90.437538
11	6	719	536	1107	92.246078
12	0	239	567		-1.0
12	1	239	568	I.	65.604095
12	2	266	567	My	96.714142
12	3	312	567	Mother	92.497139
12	4	472	569	1107	95.925751
13	0	239	600		-1.0
13	1	239	601	Ul.	38.906254
13	2	273	600	The	96.603477
13	3	332	600	Legends	95.973541
13	4	500	602	1108	90.745209
14	0	239	633		-1.0
14	1	239	634	IV.	85.683777
14	2	277	633	The	93.295959
14	3	333	633	Coffee-Making	87.089386
14	4	587	635	1110	93.214096
15	0	237	666		-1.0
15	1	237	666	VIL.	44.192291
15	2	291	666	The	95.624756
15	3	350	666	Big	94.406853
15	4	398	666	Red	96.759422
15	5	450	666	Apples	95.980843
15	6	601	668	1101	50.66288
16	0	208	699		-1.0
16	1	208	699	The	96.59333
16	2	265	699	School	95.397537
16	3	359	699	Days	94.624542
16	4	424	699	of	96.868423
16	5	456	708	an	96.868423
16	6	495	699	Indian	96.013672
16	7	581	699	Girl	96.26767
16	8	698	701	1113	77.991898
17	0	239	732		-1.0
17	1	239	733	I.	43.662369
17	2	264	732	The	95.94426
17	3	321	732	Land	96.217751
17	4	389	732	of	96.978119
17	5	423	732	Red	96.921028
17	6	476	732	Apples	96.778465
17	7	626	734	1113	85.867493
18	0	239	764		-1.0
18	1	239	766	Ul.	49.143364
18	2	273	765	The	96.390747
18	3	330	765	Cutting	96.876099
18	4	431	764	of	96.960373
18	5	465	765	My	96.753487
18	6	513	766	Long	95.878197
18	7	582	766	Hair	96.436897
18	8	705	767	nis	28.950897
19	0	237	798		-1.0
19	1	237	798	V.	89.167175
19	2	269	799	Iron	92.133339
19	3	329	798	Routine	96.547943
19	4	494	800	1116	92.113914
20	0	237	831		-1.0
20	1	237	831	VIL.	66.107422
20	2	284	831	Four	95.834869
20	3	347	831	Strange	96.213181
20	4	449	831	Summers	96.300018
20	5	634	833	1117	64.59758
21	0	237	864		-1.0
21	1	237	864	VIL.	47.399349
21	2	294	864	Incurring	74.702904
21	3	417	864	My	96.525436
21	4	465	864	Mother's	84.512383
21	5	581	864	Displeasure	93.012192
21	6	793	866	1119	95.911057
22	0	209	897		-1.0
22	1	209	898	An	96.209511
22	2	253	897	Indian	95.456459
22	3	339	897	Teacher	95.920418
22	4	444	905	among	96.116791
22	5	536	897	Indians	96.213783
22	6	693	899	1121	95.65564
23	0	239	930		-1.0
23	1	239	931	I.	29.221169
23	2	266	930	My	96.793701
23	3	312	930	First	96.694794
23	4	377	930	Day	96.767235
23	5	492	932	1121	91.689865
24	0	239	963		-1.0
24	1	239	964	LL.	38.698269
24	2	287	963	My	96.147476
24	3	333	963	Mother's	57.929665
24	4	449	963	Curse	96.255882
24	5	530	971	upon	96.661934
24	6	600	963	White	96.664413
24	7	683	963	Settlers	94.674324
24	8	844	965	1122	96.920456
25	0	239	996		-1.0
25	1	239	997	IV.	92.336533
25	2	279	996	Retrospection	91.141151
25	3	518	998	1123	94.703888
26	0	208	1029		-1.0
26	1	208	1029	The	93.273697
26	2	265	1029	Soft-Hearted	91.303711
26	3	432	1030	Sioux	96.902321
26	4	568	1031	1124	95.766724
27	0	209	1062		-1.0
27	1	209	1062	Why	95.867767
27	2	275	1063	|	37.708912
27	3	290	1063	Am	37.708912
27	4	339	1071	a	91.254204
27	5	363	1063	Pagan	95.897934
27	6	503	1064	1130	94.820465
28	0	180	1128		-1.0
28	1	180	1128	CORRIDOS	90.441353
28	2	1076	1130	1132	96.090919
29	0	210	1161		-1.0
29	1	210	1161	E!	65.40007
29	2	243	1161	Corrido	96.35363
29	3	346	1161	de	96.35363
29	4	383	1161	Gregorio	96.611588
29	5	498	1162	Cortez	92.73912
29	6	647	1163	1133	96.298698
30	0	209	1194		-1.0
30	1	209	1194	Gregorio	96.520027
