line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	162	94		-1.0
0	0	162	94		-1.0
1	0	900	94		-1.0
1	1	900	96	Conrents	87.418892
1	2	1059	94	/	90.670944
1	3	1090	102	xv	62.378902
2	0	190	168		-1.0
2	1	190	168	To	96.747185
2	2	229	168	the	96.954605
2	3	278	169	University	96.434975
2	4	408	168	of	96.056038
2	5	440	168	Cambridge.	72.565468
2	6	591	171	in	96.371208
2	7	624	168	New	96.555023
2	8	689	168	England	96.52356
2	9	854	170	755	86.356354
3	0	191	201		-1.0
3	1	191	201	On	95.626274
3	2	238	201	the	96.063393
3	3	287	201	Death	96.625534
3	4	367	201	of	96.771584
3	5	400	201	the	96.483719
3	6	449	201	Rev.	92.838745
3	7	506	201	Mr.	96.076881
3	8	557	201	George	96.172478
3	9	652	201	Whitefield,	96.206039
3	10	801	203	1770	96.426682
3	11	924	203	756	87.815376
4	0	190	233		-1.0
4	1	190	234	Thoughts	96.2071
4	2	314	242	on	94.543495
4	3	354	234	the	94.543495
4	4	401	234	Works	96.412239
4	5	485	233	of	96.228798
4	6	518	234	Providence	96.80175
4	7	718	236	757	93.063744
5	0	190	267		-1.0
5	1	190	267	To	92.79306
5	2	229	267	S.M.,	90.653473
5	3	305	276	a	70.18557
5	4	324	267	Young	95.312393
5	5	404	267	African	96.023987
5	6	504	268	Painter,	96.060722
5	7	603	275	on	96.361862
5	8	643	267	Seeing	92.268585
5	9	734	267	His	95.634315
5	10	783	267	Works	96.587723
5	11	924	269	760	94.315125
6	0	190	300		-1.0
6	1	190	300	To	96.122536
6	2	230	300	His	96.122536
6	3	281	300	Excellency	95.732277
6	4	417	300	General	95.960083
6	5	523	300	Washington	95.757408
6	6	734	302	761	90.029366
7	0	192	334		-1.0
7	1	192	334	Letters	96.704292
7	2	342	335	763	95.104813
8	0	219	366		-1.0
8	1	219	366	To	96.849686
8	2	255	366	John	96.308144
8	3	322	366	Thornton	96.80014
8	4	447	366	(April	96.592621
8	5	525	368	21,	95.077621
8	6	577	367	1772)	95.077621
8	7	710	368	763	86.998695
9	0	219	399		-1.0
9	1	219	399	To	96.902885
9	2	258	399	Rev.	91.721054
9	3	316	399	Samson	93.233719
9	4	420	399	Occom	87.63163
9	5	518	399	(February	95.094048
9	6	647	401	11,	78.865967
9	7	695	401	1774)	63.230644
9	8	828	401	763	92.685226
10	0	164	465		-1.0
10	1	164	465	ROYALL	91.791412
10	2	280	465	TYLER	96.220062
10	3	380	467	(1757-1826)	62.409969
10	4	1071	467	764	94.049904
11	0	190	498		-1.0
11	1	190	498	The	95.92363
11	2	246	499	Contrast	96.477127
11	3	596	500	765	67.350952
12	0	164	564		-1.0
12	1	164	564	HANNAH	95.975975
12	2	299	564	WEBSTER	95.975975
12	3	447	564	FOSTER	96.244888
12	4	567	565	(1758-1840)	63.572533
12	5	1070	567	806	93.60463
13	0	190	597		-1.0
13	1	190	597	The	96.139328
13	2	246	598	Coquette;	96.655594
13	3	376	605	or,	96.655594
13	4	414	597	The	96.443588
13	5	471	598	History	96.301216
13	6	567	597	of	96.776535
13	7	602	597	Eliza	96.37632
13	8	667	597	Wharton	96.665855
13	9	840	599	807	95.55735
14	0	162	663		-1.0
14	1	162	663	TABITHA	91.066071
14	2	298	659	TENNEY	96.050217
14	3	414	659	(1762-1837)	42.556427
14	4	1070	665	905	96.520401
15	0	192	696		-1.0
15	1	192	696	Female	91.805336
15	2	287	696	Quixotism	91.302719
15	3	477	698	905	95.649757
16	0	221	729		-1.0
16	1	221	729	Book	96.635254
16	2	292	729	I	49.720688
16	3	363	731	905	96.572021
17	0	248	762		-1.0
17	1	248	762	Chapter	96.930527
17	2	358	762	IX	96.847969
17	3	447	764	905	95.768265
18	0	248	795		-1.0
18	1	248	795	Chapter	96.874985
18	2	356	795	XIV	94.108292
18	3	465	797	912	94.553864
19	0	248	828		-1.0
19	1	248	828	Chapter	96.158264
19	2	356	828	XV	96.158264
19	3	455	830	918	89.957077
20	0	163	906		-1.0
20	1	163	906	SELECTED	96.16198
20	2	324	906	BIBLIOGRAPHIES	92.287376
20	3	1082	907	Al	96.354706
21	0	164	943		-1.0
21	1	164	948	PERMISSIONS	95.722496
21	2	378	943	ACKNOWLEDGMENTS	88.532173
21	3	1065	949	Al3	90.955864
22	0	164	990		-1.0
22	1	164	990	INDEX	95.292831
22	2	1065	991	AlS	23.393333
